"PokemonID,PokemonName,MoveName,Category,AppealPoints,JamPoints,Effect"
"183,Absol,Perish Song,Smart,1,4,""Dramatic effect that startles all after 3 turns"""
"184,Spheal,Ice Ball,Tough,3,0,""Power increases with consecutive use"""
"184,Spheal,Water Pulse,Beauty,3,0,""May confuse and startle opponent"""
"184,Spheal,Body Slam,Tough,3,0,""May paralyze and startle opponents"""
"184,Spheal,Aurora Beam,Beauty,3,0,""May lower opponent's Appeal points"""
"185,Clamperl,Water Pulse,Beauty,3,0,""May confuse and startle opponent"""
"185,Clamperl,Iron Defense,Tough,3,0,""Greatly prevents Jam from opponents"""
"185,Clamperl,Body Slam,Tough,3,0,""May paralyze and startle opponents"""
"185,Clamperl,Shell Smash,Tough,0,0,""Sacrifices defenses for maximum Appeal"""
"186,Luvdisc,Sweet Kiss,Cute,2,3,""Confuses and badly startles opponent"""
"186,Luvdisc,Draining Kiss,Cute,3,0,""Healing effect increases appeal"""
"186,Luvdisc,Charm,Cute,3,0,""Greatly reduces opponent's Appeal points"""
"186,Luvdisc,Water Pulse,Beauty,3,0,""May confuse and startle opponent"""
"187,Bagon,Dragon Claw,Cool,4,0,""Powerful and consistent appeal"""
"187,Bagon,Shadow Claw,Cool,3,0,""High critical hit ratio increases appeal"""
"187,Bagon,Zen Headbutt,Smart,4,0,""May cause flinching and startle"""
"187,Bagon,Fire Fang,Cool,3,1,""May burn and cause flinching"""
"188,Shelgon,Protect,Smart,0,0,""Avoids Jams for one turn"""
"188,Shelgon,Dragon Breath,Cool,3,0,""May paralyze and startle opponent"""
"188,Shelgon,Zen Headbutt,Smart,4,0,""May cause flinching and startle"""
"188,Shelgon,Double-Edge,Tough,5,3,""Powerful but may Jam user"""
"189,Salamence,Dragon Claw,Cool,4,0,""Powerful and consistent appeal"""
"189,Salamence,Flamethrower,Beauty,4,0,""May burn and startle opponent"""
"189,Salamence,Dragon Dance,Cool,3,0,""Boosts user's Appeal points"""
"189,Salamence,Hyper Voice,Cute,4,0,""Powerful sound-based appeal"""
"190,Kyogre,Water Spout,Beauty,6,3,""More powerful at full HP"""
"190,Kyogre,Thunder,Cool,5,0,""Better during Rain, may paralyze"""
"190,Kyogre,Ice Beam,Beauty,4,0,""May freeze and startle opponent"""
"190,Kyogre,Calm Mind,Smart,3,0,""Boosts special appeal and prevents Jam"""
"191,Groudon,Eruption,Beauty,6,3,""More powerful at full HP"""
"191,Groudon,Solar Beam,Beauty,3,0,""Better if used after a Sunny Day move"""
"191,Groudon,Earthquake,Tough,5,3,""Powerful but may Jam allies"""
"191,Groudon,Bulk Up,Tough,3,0,""Boosts physical appeal and prevents Jam"""
"192,Rayquaza,Dragon Ascent,Cool,6,3,""Powerful but lowers user's defenses"""
"192,Rayquaza,Air Slash,Cool,4,1,""May cause flinching and startle"""
"192,Rayquaza,Dragon Dance,Cool,3,0,""Boosts user's Appeal points"""
"192,Rayquaza,Extreme Speed,Cool,5,0,""Almost always goes first with great appeal"""
"193,Jirachi,Wish,Cute,2,0,""Heals next turn, pleases crowd"""
"193,Jirachi,Doom Desire,Smart,6,0,""Hits two turns later for dramatic effect"""
"193,Jirachi,Psychic,Smart,4,0,""May lower opponent's Appeal points"""
"193,Jirachi,Dazzling Gleam,Beauty,4,0,""Shines brightly for great appeal"""
"194,Turtwig,Razor Leaf,Cool,3,1,""High critical hit ratio increases appeal"""
"194,Turtwig,Curse,Tough,0,0,""Sacrifices Speed for Attack and Defense appeal"""
"194,Turtwig,Seed Bomb,Tough,3,1,""Can prevent Jam if used first"""
"194,Turtwig,Superpower,Tough,5,3,""Powerful but reduces user's Appeal next turn"""
"195,Piplup,Bubble Beam,Beauty,3,0,""May lower opponent's Speed appeal"""
"195,Piplup,Peck,Cool,2,0,""Basic appeal with no special effects"""
"195,Piplup,Charm,Cute,3,0,""Greatly reduces opponent's Appeal points"""
"195,Piplup,Icy Wind,Beauty,2,1,""Lowers opponent's Speed appeal"""
"196,Starly,Quick Attack,Cool,2,0,""Goes first to prevent Jam"""
"196,Starly,Wing Attack,Cool,3,1,""Basic appeal with chance to Jam"""
"196,Starly,Double Team,Smart,2,0,""Makes user harder to Jam next turn"""
"196,Starly,Endeavor,Tough,3,0,""Dramatic comeback potential"""
"197,Staravia,Aerial Ace,Cool,3,0,""Never misses, ignores Jam effects"""
"197,Staravia,Take Down,Tough,4,3,""Powerful but may Jam user"""
"197,Staravia,Agility,Cool,2,0,""Makes next move more appealing"""
"197,Staravia,Whirlwind,Smart,1,3,""Forces opponent out, startling them"""
"198,Staraptor,Brave Bird,Tough,6,3,""Powerful but recoil reduces user's Appeal"""
"198,Staraptor,Close Combat,Tough,5,3,""Powerful but lowers user's defenses"""
"198,Staraptor,Final Gambit,Tough,6,6,""Powerful but user faints, dramatic effect"""
"198,Staraptor,Quick Attack,Cool,2,0,""Goes first to prevent Jam"""
"199,Bidoof,Tackle,Tough,2,0,""Basic appeal with no special effects"""
"199,Bidoof,Defense Curl,Tough,2,0,""Basic defense that prevents Jam"""
"199,Bidoof,Rollout,Tough,3,0,""Power increases with consecutive use"""
"199,Bidoof,Super Fang,Tough,4,0,""Always deals significant appeal damage"""
"200,Bibarel,Waterfall,Tough,3,0,""May cause flinching and startle"""
"200,Bibarel,Super Fang,Tough,4,0,""Always deals significant appeal damage"""
"200,Bibarel,Curse,Tough,0,0,""Sacrifices Speed for Attack and Defense appeal"""
"200,Bibarel,Amnesia,Smart,3,0,""Prevents Jam from special moves"""
"201,Shinx,Spark,Cool,3,0,""May paralyze and startle opponent"""
"201,Shinx,Baby-Doll Eyes,Cute,1,0,""Always goes first to reduce opponent's Attack appeal"""
"201,Shinx,Charge Beam,Smart,3,0,""May boost user's Appeal points"""
"201,Shinx,Swagger,Smart,1,3,""Confuses but boosts opponent's Attack appeal"""
"202,Luxio,Discharge,Cool,3,0,""May paralyze and startle opponents"""
"202,Luxio,Wild Charge,Tough,5,3,""Powerful but reduces user's Appeal"""
"202,Luxio,Snarl,Smart,2,1,""Lowers opponent's special appeal"""
"202,Luxio,Thunder Fang,Cool,3,1,""May paralyze and cause flinching"""
"203,Luxray,Thunder Fang,Cool,3,1,""May paralyze and cause flinching"""
"203,Luxray,Crunch,Tough,4,0,""May lower opponent's Appeal points"""
"203,Luxray,Superpower,Tough,5,3,""Powerful but reduces user's Appeal next turn"""
"203,Luxray,Electric Terrain,Smart,2,0,""Boosts electric moves and prevents sleep"""
"204,Roserade,Weather Ball,Smart,3,0,""Changes type with weather for versatility"""
"204,Roserade,Sludge Bomb,Smart,4,0,""May poison and startle opponent"""
"204,Roserade,Leaf Storm,Beauty,6,3,""Powerful but reduces user's Appeal"""
"204,Roserade,Dazzling Gleam,Beauty,4,0,""Shines brightly for great appeal"""
"205,Burmy,Protect,Smart,0,0,""Avoids Jams for one turn"""
"205,Burmy,Bug Bite,Cute,2,1,""Steals and shows off held Berry for extra appeal"""
""
"205,Burmy,Struggle,Tough,1,0,""Used only if no other moves left, poor appeal"""
"206,Wormadam,Leaf Storm,Beauty,6,3,""Powerful but reduces user's Appeal"""
"206,Wormadam,Psychic,Smart,4,0,""May lower opponent's Appeal points"""
"206,Wormadam,Quiver Dance,Beauty,4,0,""Boosts appeal and prevents Jam next turn"""
"206,Wormadam,Sucker Punch,Smart,3,0,""Goes first if opponent selected damaging move"""
"207,Combee,Gust,Cool,2,0,""Basic wind appeal"""
"207,Combee,Bug Bite,Cute,2,1,""Steals and shows off held Berry for extra appeal"""
"207,Combee,Sweet Scent,Cute,3,0,""Makes the crowd excited, increases appeal"""
"207,Combee,Struggle,Tough,1,0,""Used only if no other moves left, poor appeal"""
"208,Vespiquen,Attack Order,Smart,4,0,""High critical hit ratio increases appeal"""
"208,Vespiquen,Defend Order,Smart,2,0,""Boosts defenses and prevents Jam"""
"208,Vespiquen,Heal Order,Cute,3,0,""Healing move that pleases crowd"""
"208,Vespiquen,Fell Stinger,Smart,3,0,""Dramatically boosts Attack if it KOs"""
"209,Pachirisu,Spark,Cool,3,0,""May paralyze and startle opponent"""
"209,Pachirisu,Super Fang,Tough,4,0,""Always deals significant appeal damage"""
"209,Pachirisu,Charm,Cute,3,0,""Greatly reduces opponent's Appeal points"""
"209,Pachirisu,Discharge,Cool,3,0,""May paralyze and startle opponents"""
"210,Drifloon,Shadow Ball,Smart,4,0,""May lower opponent's Appeal points"""
"210,Drifloon,Acrobatics,Cool,4,0,""More powerful without held item"""
"210,Drifloon,Destiny Bond,Smart,0,0,""If user is Jammed, takes opponent down too"""
""
"211,Buneary,Quick Attack,Cool,2,0,""Goes first to prevent Jam"""
"211,Buneary,Dizzy Punch,Cute,3,0,""May confuse and startle opponent"""
"211,Buneary,Charm,Cute,3,0,""Greatly reduces opponent's Appeal points"""
"211,Buneary,Fake Tears,Cute,1,3,""Greatly lowers opponent's special appeal"""
"212,Lopunny,High Jump Kick,Tough,5,3,""Powerful but may Jam user if missed"""
"212,Lopunny,Return,Cute,4,0,""More powerful with higher friendship"""
""
"212,Lopunny,Agility,Cool,2,0,""Makes next move more appealing"""
"213,Mismagius,Shadow Ball,Smart,4,0,""May lower opponent's Appeal points"""
"213,Mismagius,Magical Leaf,Beauty,4,0,""Never misses and ignores Jam effects"""
"213,Mismagius,Power Gem,Beauty,4,0,""Shines brightly for great appeal"""
"213,Mismagius,Mystical Fire,Beauty,3,0,""May lower opponent's special appeal"""
"214,Glameow,Fake Out,Cool,3,3,""Always goes first and startles opponent"""
"214,Glameow,Quick Attack,Cool,2,0,""Goes first to prevent Jam"""
"214,Glameow,Charm,Cute,3,0,""Greatly reduces opponent's Appeal points"""
"214,Glameow,Sucker Punch,Smart,3,0,""Goes first if opponent selected damaging move"""
"215,Purugly,Slash,Cool,3,0,""High critical hit ratio increases appeal"""
"215,Purugly,Body Slam,Tough,3,0,""May paralyze and startle opponents"""
"215,Purugly,Play Rough,Cute,4,0,""May lower opponent's Appeal points"""
"215,Purugly,Swagger,Smart,1,3,""Confuses but boosts opponent's Attack appeal"""
"216,Stunky,Poison Jab,Smart,4,0,""May poison and startle opponent"""
"216,Stunky,Night Slash,Smart,4,0,""High critical hit ratio increases appeal"""
"216,Stunky,Screech,Smart,1,3,""Greatly reduces opponent's Appeal points"""
"216,Stunky,Explosion,Tough,6,6,""Powerful but user faints, dramatic effect"""
"217,Skuntank,Flame Thrower,Beauty,4,0,""May burn and startle opponent"""
"217,Skuntank,Venoshock,Smart,4,0,""More powerful if opponent is poisoned"""
"217,Skuntank,Dark Pulse,Smart,4,0,""May cause flinching and startle"""
"217,Skuntank,Memento,Smart,0,0,""User faints but greatly lowers opponent's Appeal"""
"218,Chatot,Chatter,Cute,4,3,""Confuses and badly startles opponent"""
"218,Chatot,Hyper Voice,Cute,4,0,""Powerful sound-based appeal"""
"218,Chatot,Boomburst,Cute,6,3,""Powerful sound-based appeal that hits all"""
"218,Chatot,Feather Dance,Beauty,3,2,""Reduces opponent's Appeal points"""
"219,Spiritomb,Shadow Ball,Smart,4,0,""May lower opponent's Appeal points"""
"219,Spiritomb,Silver Wind,Beauty,3,0,""May increase all stats and appeal"""
"219,Spiritomb,Will-O-Wisp,Beauty,3,1,""Burns and startles opponent"""
"219,Spiritomb,Perish Song,Smart,1,4,""Dramatic effect that startles all after 3 turns"""
"220,Gible,Dragon Claw,Cool,4,0,""Powerful and consistent appeal"""
"220,Gible,Sand Tomb,Tough,2,2,""Traps and startles opponent over turns"""
"220,Gible,Take Down,Tough,4,3,""Powerful but may Jam user"""
"220,Gible,Dragon Breath,Cool,3,0,""May paralyze and startle opponent"""
"221,Gabite,Dragon Rush,Tough,5,3,""Powerful but may cause flinching"""
"221,Gabite,Slash,Cool,3,0,""High critical hit ratio increases appeal"""
"221,Gabite,Sandstorm,Tough,1,0,""Changes weather, affects certain appeals"""
"221,Gabite,Dual Chop,Cool,3,0,""Hits twice for consistent appeal"""
"222,Garchomp,Outrage,Tough,6,6,""Powerful but confuses user afterwards"""
"222,Garchomp,Earthquake,Tough,5,3,""Powerful but may Jam allies"""
"222,Garchomp,Stone Edge,Tough,5,3,""High critical hit ratio, may Jam opponent"""
"222,Garchomp,Dragon Claw,Cool,4,0,""Powerful and consistent appeal"""
"223,Munchlax,Metronome,Cute,0,0,""Random move with random Appeal"""
"223,Munchlax,Last Resort,Cute,6,6,""Can only be used after other moves"""
"223,Munchlax,Stockpile,Smart,2,0,""Stores energy for future appeals"""
"223,Munchlax,Body Slam,Tough,3,0,""May paralyze and startle opponents"""
"224,Riolu,Force Palm,Smart,3,0,""May paralyze and startle opponent"""
"224,Riolu,Vacuum Wave,Smart,3,0,""Always goes first to prevent Jam"""
"224,Riolu,Bullet Punch,Cool,3,0,""Always goes first to prevent Jam"""
"224,Riolu,Copycat,Cute,0,0,""Copies last move used with +1 Appeal"""
"225,Lucario,Aura Sphere,Smart,4,0,""Never misses, ignores Jam effects"""
"225,Lucario,Flash Cannon,Beauty,4,0,""May lower opponent's special appeal"""
"225,Lucario,Dragon Pulse,Smart,4,0,""Powerful and consistent appeal"""
"225,Lucario,Close Combat,Tough,5,3,""Powerful but lowers user's defenses"""
"226,Finneon,Bubble Beam,Beauty,3,0,""May lower opponent's Speed appeal"""
"226,Finneon,Water Pulse,Beauty,3,0,""May confuse and startle opponent"""
"226,Finneon,Silver Wind,Beauty,3,0,""May increase all stats and appeal"""
"226,Finneon,Attract,Cute,3,3,""Infatuates opponent if opposite gender"""
"227,Lumineon,Waterfall,Tough,3,0,""May cause flinching and startle"""
"227,Lumineon,Signal Beam,Beauty,3,0,""May confuse and startle opponent"""
"227,Lumineon,Defog,Smart,1,0,""Removes hazards and Jam protection"""
"227,Lumineon,Tailwind,Smart,2,0,""Boosts team's appeal next turn"""
"228,Weavile,Ice Shard,Cool,3,0,""Always goes first to prevent Jam"""
"228,Weavile,Night Slash,Smart,4,0,""High critical hit ratio increases appeal"""
"228,Weavile,Beat Up,Smart,4,0,""Team effort increases appeal"""
"228,Weavile,Feint,Smart,2,0,""Breaks protection and removes Jam shields"""
"229,Lickilicky,Power Whip,Tough,5,3,""Powerful but may Jam user"""
"229,Lickilicky,Body Slam,Tough,3,0,""May paralyze and startle opponents"""
"229,Lickilicky,Wring Out,Smart,4,0,""More powerful against healthy opponents"""
"229,Lickilicky,Amnesia,Smart,3,0,""Prevents Jam from special moves"""
"230,Glaceon,Icy Wind,Beauty,2,1,""Lowers opponent's Speed appeal"""
"230,Glaceon,Mirror Coat,Smart,0,0,""Counters with double Appeal if hit by special move"""
"230,Glaceon,Hail,Beauty,1,0,""Changes weather to boost ice appeals"""
"230,Glaceon,Freeze-Dry,Beauty,4,0,""Super effective against water types"""
"231,Rotom,Discharge,Cool,3,0,""May paralyze and startle opponents"""
"231,Rotom,Shadow Ball,Smart,4,0,""May lower opponent's Appeal points"""
"231,Rotom,Thunder Wave,Smart,2,2,""Paralyzes and startles opponent"""
"231,Rotom,Trick,Smart,2,0,""Switches items with opponent for surprise"""
"232,Uxie,Psychic,Smart,4,0,""May lower opponent's Appeal points"""
"232,Uxie,Yawn,Smart,2,3,""Makes opponent drowsy next turn"""
"232,Uxie,Amnesia,Smart,3,0,""Prevents Jam from special moves"""
"232,Uxie,Extrasensory,Smart,4,0,""May cause flinching and startle"""
"233,Mesprit,Psychic,Smart,4,0,""May lower opponent's Appeal points"""
"233,Mesprit,Charm,Cute,3,0,""Greatly reduces opponent's Appeal points"""
"233,Mesprit,Future Sight,Smart,4,0,""Hits two turns later for dramatic effect"""
""
"234,Azelf,Nasty Plot,Smart,3,0,""Dramatically boosts special appeal next turn"""
"234,Azelf,Explosion,Tough,6,6,""Powerful but user faints, dramatic effect"""
"234,Azelf,Swift,Cool,3,0,""Never misses, ignores Jam effects"""
"234,Azelf,Last Resort,Cute,6,6,""Can only be used after other moves"""
"235,Dialga,Roar of Time,Smart,6,6,""Powerful but user must recharge next turn"""
"235,Dialga,Flash Cannon,Beauty,4,0,""May lower opponent's special appeal"""
"235,Dialga,Earth Power,Tough,4,0,""May lower opponent's Appeal points"""
"235,Dialga,Metal Burst,Smart,0,0,""Counters with 1.5x Appeal if hit"""
"236,Palkia,Spacial Rend,Smart,6,3,""High critical hit ratio, may Jam opponent"""
"236,Palkia,Hydro Pump,Beauty,5,3,""Powerful but may Jam opponent"""
"236,Palkia,Earth Power,Tough,4,0,""May lower opponent's Appeal points"""
"236,Palkia,Aqua Tail,Tough,4,0,""Powerful water physical appeal"""
"237,Giratina,Shadow Force,Smart,6,0,""Disappears first turn, strikes next turn"""
"237,Giratina,Dragon Claw,Cool,4,0,""Powerful and consistent appeal"""
"237,Giratina,Earth Power,Tough,4,0,""May lower opponent's Appeal points"""
"237,Giratina,Aura Sphere,Smart,4,0,""Never misses, ignores Jam effects"""
""
"238,Cresselia,Moonblast,Beauty,5,0,""May lower opponent's Appeal points"""
"238,Cresselia,Psychic,Smart,4,0,""May lower opponent's Appeal points"""
"238,Cresselia,Ice Beam,Beauty,4,0,""May freeze and startle opponent"""
"239,Phione,Bubble Beam,Beauty,3,0,""May lower opponent's Speed appeal"""
"239,Phione,Water Pulse,Beauty,3,0,""May confuse and startle opponent"""
"239,Phione,Acid Armor,Smart,3,0,""Dramatic defense boost pleases crowd"""
"239,Phione,Uproar,Cute,4,2,""Prevents sleep and startles some opponents"""
"240,Manaphy,Tail Glow,Beauty,3,0,""Dramatically boosts special appeal"""
""
"240,Manaphy,Heart Swap,Smart,0,0,""Swaps stat changes with opponent"""
"240,Manaphy,Water Sport,Smart,1,0,""Reduces fire appeal, situational use"""
"241,Darkrai,Dark Void,Smart,4,4,""Puts opponents to sleep, badly startling"""
"241,Darkrai,Dark Pulse,Smart,4,0,""May cause flinching and startle"""
"241,Darkrai,Nasty Plot,Smart,3,0,""Dramatically boosts special appeal next turn"""
""
"242,Shaymin,Seed Flare,Beauty,6,3,""May lower opponent's special appeal"""
"242,Shaymin,Air Slash,Cool,4,1,""May cause flinching and startle"""
""
"242,Shaymin,Synthesis,Smart,2,0,""Better when used last in a turn"""
"243,Arceus,Judgment,Smart,6,0,""Type changes with Plate held, versatile appeal"""
"243,Arceus,Hyper Beam,Cool,6,6,""User cannot perform next turn, reduces appeal"""
"243,Arceus,Recover,Smart,2,0,""Healing move that pleases crowd"""
"243,Arceus,Perish Song,Smart,1,4,""Dramatic effect that startles all after 3 turns"""
"244,Victini,V-create,Beauty,6,6,""Powerful but lowers user's stats"""
"244,Victini,Searing Shot,Beauty,5,0,""May burn and startle opponents"""
"244,Victini,Zen Headbutt,Smart,4,0,""May cause flinching and startle"""
"244,Victini,Final Gambit,Tough,6,6,""Powerful but user faints, dramatic effect"""
"245,Snivy,Leaf Tornado,Smart,3,0,""May lower opponent's accuracy appeal"""
"245,Snivy,Leaf Blade,Cool,4,0,""High critical hit ratio increases appeal"""
"245,Snivy,Coil,Tough,3,0,""Boosts physical appeal and prevents Jam"""
"245,Snivy,Mirror Coat,Smart,0,0,""Counters with double Appeal if hit by special move"""
"246,Servine,Giga Drain,Smart,3,0,""Healing effect increases appeal"""
"246,Servine,Twister,Beauty,3,2,""May flinch and startle opponents"""
"246,Servine,Wring Out,Smart,4,0,""More powerful against healthy opponents"""
"246,Servine,Attract,Cute,3,3,""Infatuates opponent if opposite gender"""
"247,Serperior,Leaf Storm,Beauty,6,3,""Powerful but reduces user's Appeal"""
"247,Serperior,Dragon Pulse,Smart,4,0,""Powerful and consistent appeal"""
"247,Serperior,Mirror Coat,Smart,0,0,""Counters with double Appeal if hit by special move"""
"247,Serperior,Coil,Tough,3,0,""Boosts physical appeal and prevents Jam"""
"248,Lillipup,Work Up,Smart,2,0,""Boosts physical and special appeal"""
"248,Lillipup,Retaliate,Tough,4,0,""More powerful if ally fainted last turn"""
"248,Lillipup,Wild Charge,Tough,5,3,""Powerful but reduces user's Appeal"""
"248,Lillipup,Play Rough,Cute,4,0,""May lower opponent's Appeal points"""
"249,Herdier,Take Down,Tough,4,3,""Powerful but may Jam user"""
"249,Herdier,Crunch,Tough,4,0,""May lower opponent's Appeal points"""
"249,Herdier,Helping Hand,Smart,0,0,""Doubles ally's Appeal points next turn"""
"249,Herdier,Thunder Wave,Smart,2,2,""Paralyzes and startles opponent"""
"250,Stoutland,Giga Impact,Tough,6,6,""User cannot perform next turn, reduces appeal"""
"250,Stoutland,Wild Charge,Tough,5,3,""Powerful but reduces user's Appeal"""
"250,Stoutland,Play Rough,Cute,4,0,""May lower opponent's Appeal points"""
"250,Stoutland,Fire Fang,Cool,3,1,""May burn and cause flinching"""
"251,Purrloin,Fake Out,Cool,3,3,""Always goes first and startles opponent"""
"251,Purrloin,Night Slash,Smart,4,0,""High critical hit ratio increases appeal"""
"251,Purrloin,Charm,Cute,3,0,""Greatly reduces opponent's Appeal points"""
"251,Purrloin,Assurance,Smart,3,0,""More powerful if opponent was Jammed"""
"252,Liepard,Foul Play,Smart,4,0,""Uses opponent's Attack for appeal calculation"""
"252,Liepard,Dark Pulse,Smart,4,0,""May cause flinching and startle"""
"252,Liepard,Encore,Cute,2,3,""Forces opponent to repeat move, startling them"""
"252,Liepard,Play Rough,Cute,4,0,""May lower opponent's Appeal points"""
"253,Munna,Psybeam,Beauty,3,0,""May confuse and startle opponent"""
"253,Munna,Magic Coat,Smart,0,0,""Reflects status moves back at opponent"""
"253,Munna,Stored Power,Smart,4,0,""More powerful with stat boosts"""
"253,Munna,Moonlight,Beauty,2,0,""Better when used last in a turn"""
"254,Musharna,Psychic,Smart,4,0,""May lower opponent's Appeal points"""
""
"254,Musharna,Calm Mind,Smart,3,0,""Boosts special appeal and prevents Jam"""
"254,Musharna,Hypnosis,Smart,2,3,""Puts opponent to sleep, badly startling"""
"255,Pidove,Gust,Cool,2,0,""Basic wind appeal"""
"255,Pidove,Quick Attack,Cool,2,0,""Goes first to prevent Jam"""
"255,Pidove,Air Cutter,Cool,4,0,""High critical hit ratio increases appeal"""
"255,Pidove,Roost,Smart,2,0,""Healing move that pleases crowd"""
"256,Tranquill,Air Slash,Cool,4,1,""May cause flinching and startle"""
"256,Tranquill,Tailwind,Smart,2,0,""Boosts team's appeal next turn"""
"256,Tranquill,Feather Dance,Beauty,3,2,""Reduces opponent's Appeal points"""
"256,Tranquill,Detect,Smart,0,0,""Avoids Jams for one turn"""
"257,Unfezant,Sky Attack,Cool,6,3,""Powerful but charges first turn"""
"257,Unfezant,Facade,Tough,4,0,""More powerful if user has status condition"""
"257,Unfezant,Air Slash,Cool,4,1,""May cause flinching and startle"""
"257,Unfezant,Tailwind,Smart,2,0,""Boosts team's appeal next turn"""
"258,Blitzle,Flame Charge,Beauty,3,0,""May burn and boosts user's Speed appeal"""
"258,Blitzle,Wild Charge,Tough,5,3,""Powerful but reduces user's Appeal"""
"258,Blitzle,Stomp,Tough,3,0,""May cause flinching and startle"""
"258,Blitzle,Agility,Cool,2,0,""Makes next move more appealing"""
"259,Zebstrika,Discharge,Cool,3,0,""May paralyze and startle opponents"""
"259,Zebstrika,Flame Charge,Beauty,3,0,""May burn and boosts user's Speed appeal"""
"259,Zebstrika,Overheat,Beauty,6,3,""Powerful but lowers user's special appeal"""
"259,Zebstrika,Thunder Wave,Smart,2,2,""Paralyzes and startles opponent"""
"260,Audino,Heal Pulse,Cute,0,0,""Heals opponent for sportsmanship appeal"""
"260,Audino,Hyper Voice,Cute,4,0,""Powerful sound-based appeal"""
"260,Audino,After You,Smart,0,0,""Allows ally to go next with +1 Appeal"""
"260,Audino,Entrainment,Cute,2,0,""Shares ability with opponent for surprise"""
""
"261,Sewaddle,Bug Bite,Cute,2,1,""Steals and shows off held Berry for extra appeal"""
"261,Sewaddle,Razor Leaf,Cool,3,1,""High critical hit ratio increases appeal"""
"261,Sewaddle,Struggle Bug,Smart,2,1,""Lowers opponent's special appeal"""
"262,Swadloon,Protect,Smart,0,0,""Avoids Jams for one turn"""
"262,Swadloon,Grass Whistle,Smart,2,3,""Puts opponent to sleep, badly startling"""
"262,Swadloon,Bug Bite,Cute,2,1,""Steals and shows off held Berry for extra appeal"""
"262,Swadloon,Struggle Bug,Smart,2,1,""Lowers opponent's special appeal"""
"263,Leavanny,Leaf Blade,Cool,4,0,""High critical hit ratio increases appeal"""
"263,Leavanny,X-Scissor,Cool,4,0,""Powerful and consistent appeal"""
"263,Leavanny,Entrainment,Cute,2,0,""Shares ability with opponent for surprise"""
"263,Leavanny,Sticky Web,Smart,2,3,""Slows down opponents switching in"""
"264,Cottonee,Gust,Cool,2,0,""Basic wind appeal"""
"264,Cottonee,Stun Spore,Smart,2,2,""Paralyzes and startles opponent"""
"264,Cottonee,Charm,Cute,3,0,""Greatly reduces opponent's Appeal points"""
"264,Cottonee,Helping Hand,Smart,0,0,""Doubles ally's Appeal points next turn"""
"265,Whimsicott,Hurricane,Beauty,5,3,""May confuse and badly startle opponents"""
"265,Whimsicott,Tailwind,Smart,2,0,""Boosts team's appeal next turn"""
"265,Whimsicott,Encore,Cute,2,3,""Forces opponent to repeat move, startling them"""
"265,Whimsicott,Moonblast,Beauty,5,0,""May lower opponent's Appeal points"""
"266,Petilil,Giga Drain,Smart,3,0,""Healing effect increases appeal"""
""
"266,Petilil,Quiver Dance,Beauty,4,0,""Boosts appeal and prevents Jam next turn"""
"266,Petilil,After You,Smart,0,0,""Allows ally to go next with +1 Appeal"""
"267,Lilligant,Petal Dance,Beauty,4,2,""Crowd becomes focused on the user"""
"267,Lilligant,Quiver Dance,Beauty,4,0,""Boosts appeal and prevents Jam next turn"""
""
"267,Lilligant,Teeter Dance,Cute,2,3,""Confuses all, badly startling opponents"""
"268,Maractus,Needle Arm,Tough,3,0,""May cause flinching and startle"""
"268,Maractus,Cotton Guard,Cute,3,0,""Dramatic defense boost pleases crowd"""
"268,Maractus,Solar Beam,Beauty,3,0,""Better if used after a Sunny Day move"""
"268,Maractus,Acupressure,Smart,0,0,""Randomly boosts a stat dramatically"""
"269,Zorua,Night Daze,Smart,4,0,""May lower opponent's accuracy appeal"""
"269,Zorua,Foul Play,Smart,4,0,""Uses opponent's Attack for appeal calculation"""
"269,Zorua,Nasty Plot,Smart,3,0,""Dramatically boosts special appeal next turn"""
"269,Zorua,Copycat,Cute,0,0,""Copies last move used with +1 Appeal"""
"270,Zoroark,Night Daze,Smart,4,0,""May lower opponent's accuracy appeal"""
"270,Zoroark,Flamethrower,Beauty,4,0,""May burn and startle opponent"""
"270,Zoroark,Nasty Plot,Smart,3,0,""Dramatically boosts special appeal next turn"""
"270,Zoroark,Focus Blast,Tough,5,3,""Powerful but may Jam user"""
"271,Minccino,Tail Slap,Cute,3,0,""Hits 2-5 times for consistent appeal"""
"271,Minccino,Encore,Cute,2,3,""Forces opponent to repeat move, startling them"""
"271,Minccino,Wake-Up Slap,Smart,3,0,""More powerful against sleeping opponents"""
"271,Minccino,After You,Smart,0,0,""Allows ally to go next with +1 Appeal"""
"272,Cinccino,Tail Slap,Cute,3,0,""Hits 2-5 times for consistent appeal"""
"272,Cinccino,Bullet Seed,Cool,3,0,""Hits 2-5 times for consistent appeal"""
"272,Cinccino,Rock Blast,Tough,3,0,""Hits 2-5 times for consistent appeal"""
"272,Cinccino,Thunder Wave,Smart,2,2,""Paralyzes and startles opponent"""
"273,Gothita,Psyshock,Smart,4,0,""Uses opponent's Defense for appeal calculation"""
"273,Gothita,Fake Tears,Cute,1,3,""Greatly lowers opponent's special appeal"""
"273,Gothita,Flatter,Smart,2,3,""Confuses but boosts opponent's special appeal"""
"273,Gothita,Charm,Cute,3,0,""Greatly reduces opponent's Appeal points"""
"274,Gothorita,Psychic,Smart,4,0,""May lower opponent's Appeal points"""
"274,Gothorita,Energy Ball,Beauty,4,0,""Better when the crowd is excited"""
"274,Gothorita,Flatter,Smart,2,3,""Confuses but boosts opponent's special appeal"""
